material_id,e_ij_max,band_gap,lattice_a,lattice_b,lattice_c,angle_alpha,angle_beta,angle_gamma,space_group,atomic_positions,atomic_elements
mp-6564,0.18363,,8.09718,8.09718,5.22654,90.0,90.0,90.0,113,"[array([5.39388787, 1.34529787, 2.65444991]), array([6.75188213, 5.39388787, 2.57209009]), array([1.34529787, 2.70329213, 2.57209009]), array([2.70329213, 6.75188213, 2.65444991]), array([0., 0., 0.]), array([4.04859, 4.04859, 0.     ]), array([6.97411733, 2.92552733, 4.9313607 ]), array([1.12306267, 5.17165267, 4.9313607 ]), array([5.17165267, 6.97411733, 0.2951793 ]), array([2.92552733, 1.12306267, 0.2951793 ]), array([5.58627687, 3.40445933, 4.1890509 ]), array([2.51090313, 4.69272067, 4.1890509 ]), array([3.40445933, 2.51090313, 1.0374891 ]), array([4.69272067, 5.58627687, 1.0374891 ]), array([7.45304933, 1.53768687, 4.1890509 ]), array([6.55949313, 7.45304933, 1.0374891 ]), array([1.53768687, 0.64413067, 1.0374891 ]), array([0.64413067, 6.55949313, 4.1890509 ]), array([6.96333998, 2.91474998, 1.32511605]), array([5.18243002, 6.96333998, 3.90142395]), array([4.04859   , 0.        , 0.86118745]), array([0.        , 4.04859   , 4.36535255]), array([1.13384002, 5.18243002, 1.32511605]), array([2.91474998, 1.13384002, 3.90142395])]","['Sr', 'Sr', 'Sr', 'Sr', 'Mg', 'Mg', 'Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-753476,1.113678498229721,,6.126210009793413,7.490757811760503,7.742081630211993,80.27796145357739,82.20130086804974,96.98311294875394,1,"[array([3.95285237, 3.39839175, 7.22018749]), array([-0.64546856,  3.35754356,  7.24607124]), array([3.25522503, 8.82362814, 4.77424416]), array([2.02065169, 6.22912778, 3.04785172]), array([2.08216596, 3.70557638, 4.67176341]), array([0.84756342, 1.11104398, 2.94808742]), array([-0.3338603 ,  5.91674526,  5.46205393]), array([4.26463299, 5.95790925, 5.43603707]), array([4.38223986, 4.23264077, 2.0026499 ]), array([-0.216677  ,  4.19165438,  2.02880444]), array([2.22093755, 1.69413279, 4.26678731]), array([3.39442364, 6.81259497, 4.36778427]), array([3.11221808, 4.58640018, 2.88853963]), array([-1.48643935,  4.54545682,  2.91470088]), array([3.50601433, 4.68393812, 5.84093928]), array([-1.09266018,  4.64286928,  5.86697382]), array([3.38413928, 1.80558474, 6.44654969]), array([4.55733551, 6.92417959, 6.54768991]), array([3.9798632 , 3.74149867, 0.63951739]), array([-0.61867266,  3.70070194,  0.66554955]), array([0.68377488, 5.46919414, 1.88910496]), array([5.28239347, 5.51014246, 1.86319968]), array([0.94642424, 5.4621184 , 4.6834233 ]), array([5.54495687, 5.5028309 , 4.65778378]), array([1.71998174, 8.21064584, 2.9726636 ]), array([0.54686526, 3.09219646, 2.87170127])]","['Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-1008858,0.4378766666666667,,4.827654140541204,4.827654140541204,4.827654140541204,59.99999999999999,59.99999999999999,59.99999999999999,216,"[array([ 3.41366698,  3.41366698, -3.41366698]), array([0., 0., 0.]), array([ 5.12050047,  5.12050047, -5.12050047])]","['Nd', 'Bi', 'Pd']"
mp-568116,0.13716688809766286,,6.163028513697222,6.163028513697222,6.163028454959866,60.77112447877162,60.77112447877162,60.77112588682427,155,"[array([ 2.43240995e+00, -2.35815998e-17,  8.75125600e-01]), array([ 1.1689147e+01, -1.3643701e-16,  4.2054884e+00]), array([5.316482  , 1.31273319, 0.        ]), array([4.01767182, 0.90231391, 3.61004044]), array([ 4.78740318, -2.21504709,  1.47057356]), array([4.08709797, 1.33513454, 0.0495055 ]), array([11.10484159,  0.49034218,  2.05598223]), array([10.03445903,  1.33513454,  5.0311085 ]), array([3.01671541, 0.49034218, 3.02463177]), array([10.32197501, -1.82547672,  4.2319584 ]), array([ 3.79958199, -1.82547672,  0.8486556 ])]","['Lu', 'Lu', 'C', 'C', 'C', 'N', 'N', 'N', 'N', 'N', 'N']"
mp-757388,0.9423599999999999,,7.498656,7.762495,8.010872,90.0,90.0,90.0,19,"[array([1.40871251, 1.77827893, 5.7444441 ]), array([5.15804051, 2.10296857, 2.2664279 ]), array([2.34061549, 5.98421607, 1.7390081 ]), array([6.08994349, 5.65952643, 6.2718639 ]), array([0.39672389, 3.44196015, 6.9149767 ]), array([4.14605189, 0.43928735, 1.0958953 ]), array([3.35260411, 4.32053485, 2.9095407 ]), array([7.10193211, 7.32320765, 5.1013313 ]), array([2.84482512, 2.72351795, 4.32390822]), array([6.59415312, 1.15772955, 3.68696378]), array([0.90450288, 5.03897705, 0.31847222]), array([4.65383088, 6.60476545, 7.69239978]), array([5.16226976, 1.7521038 , 7.13111003]), array([1.41294176, 2.1291437 , 0.87976197]), array([6.08571424, 6.0103912 , 3.12567403]), array([2.33638624, 5.6333513 , 4.88519797]), array([4.55897289, 1.49144698, 5.61042222]), array([1.28116037, 5.61359575, 6.22211638]), array([6.68901111, 6.27104802, 1.60498622]), array([2.93968311, 5.37269448, 6.40588578]), array([5.14701749, 3.06023945, 6.00666398]), array([1.39768949, 0.82100805, 2.00420802]), array([6.10096651, 4.70225555, 2.00122798]), array([2.35163851, 6.94148695, 6.00964402]), array([6.21749563, 1.73234825, 5.79419162]), array([2.46816763, 2.14889925, 2.21668038]), array([5.03048837, 6.03014675, 1.78875562]), array([0.80964489, 2.38980052, 2.40044978]), array([2.22794068, 5.89202092, 5.87900272]), array([1.52138732, 1.87047408, 1.87356672]), array([5.27071532, 2.01077342, 6.13730528]), array([5.97726868, 5.75172158, 2.13186928]), array([5.7958087 , 0.92099674, 3.13198659]), array([3.94649016, 2.69658209, 3.01367402]), array([3.55216584, 6.57782959, 0.99176198]), array([7.30149384, 5.06591291, 7.01911002]), array([2.0464807 , 2.96025076, 4.87888541]), array([0.19716216, 1.18466541, 4.99719798]), array([1.7028473 , 4.80224424, 0.87344941]), array([5.4521753 , 6.84149826, 7.13742259]), array([6.6394075 , 6.43975033, 4.98247399]), array([6.20522033, 3.08156303, 1.82148804]), array([2.45589233, 0.79968447, 6.18938396]), array([5.04276367, 4.68093197, 5.82692404]), array([2.8900795 , 5.20399217, 3.02839801]), array([4.6085765 , 1.32274467, 0.97703799]), array([0.8592485 , 2.55850283, 7.03383401]), array([1.29343567, 6.96281053, 2.18394796])]","['P', 'P', 'P', 'P', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'N', 'N', 'N', 'N', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-504340,0.3485146799197139,,14.207999,5.570177,7.503874770758105,83.97712424369473,90.0,90.0,4,"[array([7.14403764, 4.49697244, 6.65331504]), array([0.04003814, 1.86055256, 0.80913896]), array([10.50295068,  3.24519782,  3.61038002]), array([3.39895118, 3.11232718, 3.85207398]), array([12.55458574,  5.98349849,  4.20686143]), array([1.39028112, 5.84257648, 4.22500266]), array([9.52141949, 4.99526849, 0.63421904]), array([4.4895714 , 4.42541619, 0.8409514 ]), array([11.5935709 ,  1.93210881,  6.6215026 ]), array([2.41741999, 1.36225651, 6.82823496]), array([8.49428062, 0.51494852, 3.23745134]), array([5.45058624, 0.37402651, 3.25559257]), array([3.7027182 , 6.03371319, 7.1842761 ]), array([1.6646802 , 5.908731  , 5.79744619]), array([8.61783338, 5.57955147, 6.93353019]), array([5.1043373 , 5.6593738 , 1.71887927]), array([7.00056527, 5.52213239, 3.38058867]), array([9.34438782, 5.09743934, 4.01009891]), array([4.72702968, 4.99719572, 4.1788026 ]), array([12.41193743,  4.5028417 ,  3.96582417]), array([1.46072438, 4.39669792, 3.80809028]), array([10.02573241,  3.79537773,  1.39548636]), array([5.59780953, 3.69668129, 0.17416621]), array([3.50622158, 3.64394088, 1.69450689]), array([10.61022108,  2.71358412,  5.76794711]), array([12.70180903,  2.66084371,  7.28828779]), array([2.92173291, 2.56214727, 6.06696764]), array([8.56472388, 1.96082708, 3.65436372]), array([5.30793793, 1.8546833 , 3.49662983]), array([11.83102918,  1.36032928,  3.2836514 ]), array([2.24038832, 1.26008566, 3.45235509]), array([14.10456477,  0.83539261,  4.08186533]), array([12.2083368 ,  0.6981512 ,  5.74357473]), array([1.51383388, 0.77797353, 0.52892381]), array([8.7686797 , 0.448794  , 1.66500781]), array([10.8067177 ,  0.32381181,  0.2781779 ])]","['Li', 'Li', 'Sb', 'Sb', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-29966,0.08604999999999999,,4.01262683,4.28189695,10.00778878,90.0,90.0,90.0,19,"[array([1.33588059, 2.14624904, 9.04661252]), array([3.34219401, 4.27659639, 0.96117626]), array([0.67043282, 2.13564791, 4.04271813]), array([2.67674624e+00, 5.30056023e-03, 5.96507065e+00]), array([3.63757077, 4.12385552, 6.53227479]), array([0.37505606, 1.98290704, 8.47940838]), array([1.63125736, 2.29898991, 3.47551399]), array([2.38136947, 0.15804143, 1.5283804 ]), array([2.115119  , 1.51990141, 6.26500027]), array([0.10880559, 0.62104706, 3.74278851]), array([1.89750783, 3.66084989, 8.7466829 ]), array([3.90382124, 2.76199554, 1.26110588])]","['N', 'N', 'N', 'N', 'O', 'O', 'O', 'O', 'F', 'F', 'F', 'F']"
mp-626435,4.887881315230603,,5.172536,6.322752596563304,6.753431569419357,83.646631087889,85.03964538315653,81.29758663965238,1,"[array([3.43386749, 1.5881995 , 5.5785124 ]), array([3.43870973, 5.30782435, 1.15628507]), array([0.82140399, 2.49562657, 4.47754166]), array([0.8788056 , 4.40766673, 2.25908355]), array([2.37821211, 6.48575357, 5.44082913]), array([4.47242698, 0.4351162 , 1.30729814]), array([3.99992574, 3.13198728, 2.18772124]), array([2.88872231, 3.77776263, 4.57257091]), array([1.89135053, 2.01831909, 2.14001915]), array([5.08392266, 4.90061176, 4.63589919]), array([5.82037369, 5.83589093, 6.29227614]), array([1.09392264, 1.12123324, 0.5241873 ]), array([4.28852104, 0.90419514, 3.30848248]), array([2.58891877, 5.98399792, 3.43140321]), array([2.42182571, 4.40102085, 6.61517069]), array([4.43525807, 2.5047437 , 0.10578815]), array([1.80851644, 0.8556135 , 4.79302482]), array([5.06216444, 6.04379575, 1.9469613 ]), array([4.39688163, 3.67040592, 1.47472743]), array([2.47379252, 3.23032073, 5.26926232]), array([1.50436069, 2.69670464, 2.7352541 ]), array([5.35921825, 4.20375285, 4.00113679]), array([4.87863374, 6.03793341, 6.1103789 ]), array([2.02980526, 0.85949917, 0.63134793]), array([4.39208603, 1.60891438, 3.99462922]), array([2.47439126, 5.2928471 , 2.73426993]), array([1.78314329, 4.52372963, 0.52643013]), array([5.08473431, 2.38086392, 6.20059441])]","['Al', 'Al', 'Al', 'Al', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-1039,0.2703795321395513,,4.5902025,4.590202578751011,7.43780571,90.0,90.0,120.00000678320104,186,"[array([-2.63510142e-06,  2.65015584e+00,  7.40798881e+00]), array([2.29510338, 1.32507593, 3.68908596]), array([-2.63510142e-06,  2.65015584e+00,  2.78180501e+00]), array([2.29510338, 1.32507593, 6.50070787])]","['Mg', 'Mg', 'Te', 'Te']"
mp-634410,21.816552390260707,,3.4290161266936323,3.4290161266936323,4.743805417213589,72.71186686337218,72.71186686337218,77.2330064221083,5,"[array([1.98157179, 3.5813655 , 2.193644  ]), array([-2.05093557,  2.67923   ,  0.        ]), array([0.08134173, 2.60016428, 3.56772944]), array([0.08134173, 4.56256672, 0.81955856])]","['Na', 'N', 'N', 'N']"
mp-540635,0.15843787456452885,,7.022249227743273,7.022249227743273,10.394294,90.0,90.0,119.99999272425501,188,"[array([ 3.511125  , -2.02715272,  0.        ]), array([ 3.511125  , -2.02715272,  5.197147  ]), array([3.511125  , 2.02715272, 0.        ]), array([3.511125  , 2.02715272, 5.197147  ]), array([1.29354761, 1.33316243, 2.5985735 ]), array([4.0189039 , 4.29461986, 2.5985735 ]), array([5.2209235 , 0.45366371, 2.5985735 ]), array([5.72870239, 1.33316243, 7.7957205 ]), array([1.8013265 , 0.45366371, 7.7957205 ]), array([3.0033461 , 4.29461986, 7.7957205 ]), array([ 1.65948056, -0.40663589,  2.5985735 ]), array([ 5.84035266, -1.23383417,  2.5985735 ]), array([ 3.03354178, -4.44097594,  2.5985735 ]), array([ 5.36276944, -0.40663589,  7.7957205 ]), array([ 3.98870822, -4.44097594,  7.7957205 ]), array([ 1.18189734, -1.23383417,  7.7957205 ]), array([1.77589542, 2.16326156, 1.13218808]), array([4.49661703, 3.46184489, 4.06495892]), array([4.26086254, 0.45633954, 4.06495892]), array([4.26086254, 0.45633954, 1.13218808]), array([4.49661703, 3.46184489, 1.13218808]), array([5.24635458, 2.16326156, 9.26210592]), array([2.76138746, 0.45633954, 9.26210592]), array([2.52563297, 3.46184489, 9.26210592]), array([2.76138746, 0.45633954, 6.32933508]), array([2.52563297, 3.46184489, 6.32933508]), array([1.77589542, 2.16326156, 4.06495892]), array([5.24635458, 2.16326156, 6.32933508])]","['Ba', 'Ba', 'Sn', 'Sn', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-10748,0.04197666666666669,,5.48655743,5.48655743,5.48655743,90.0,90.0,90.0,215,"[array([0., 0., 0.]), array([0.        , 0.        , 2.74327872]), array([0.        , 2.74327872, 0.        ]), array([2.74327872, 0.        , 0.        ]), array([1.33243094, 4.15413198, 4.15413198]), array([4.15413198, 4.15413198, 1.33243094]), array([4.15413198, 1.33243094, 4.15413198]), array([1.33243094, 1.33243094, 1.33243094])]","['Ta', 'Cu', 'Cu', 'Cu', 'S', 'S', 'S', 'S']"
mp-755097,0.3491513806359643,,4.795400904497662,4.795400904497662,9.254059,90.0,90.0,94.97720928095349,38,"[array([ 6.44204414e+00, -1.68654117e-16,  7.69792420e+00]), array([ 6.44204414e+00, -1.68654117e-16,  1.55613480e+00]), array([ 1.53382466e-01, -1.28799670e-18,  4.62702950e+00]), array([ 3.22786262e+00, -6.52495172e-17,  0.00000000e+00]), array([3.16843963e+00, 8.50826176e-17, 6.24764658e+00]), array([3.16843963e+00, 8.50826176e-17, 3.00641242e+00]), array([ 1.90427699e+00, -6.42353507e-17,  7.74279713e+00]), array([ 1.90427699e+00, -6.42353507e-17,  1.51126187e+00]), array([ 2.14036816e+00, -5.62023024e-17,  4.62702950e+00]), array([4.51723580e+00, 2.20962827e-16, 7.71265666e+00]), array([4.51723580e+00, 2.20962827e-16, 1.54140234e+00]), array([ 3.20884778, -2.18327196,  0.        ]), array([ 3.24338751, -2.1213229 ,  3.03152793]), array([ 3.24338751, -2.1213229 ,  6.22253107]), array([ 4.59131200e+00, -2.19207028e-16,  4.62702950e+00]), array([3.20884778, 2.18327196, 0.        ]), array([3.24338751, 2.1213229 , 6.22253107]), array([3.24338751, 2.1213229 , 3.03152793])]","['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'O', 'O', 'O', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
mp-1479,0.01681635677245406,,3.204709645986926,3.2047104017639794,3.20471056,60.000008688874686,60.000000887576384,60.00000243347832,216,"[array([0., 0., 0.]), array([0.92512008, 0.65415882, 1.60235503])]","['B', 'P']"
mp-830,0.12476806141345835,,3.1869302910053823,3.1869318608166335,3.18693158,60.000002914822076,59.99998662047873,59.99999526923677,216,"[array([0., 0., 0.]), array([0.91998757, 0.65052975, 1.59346579])]","['Ga', 'N']"
mp-13949,0.09106097532253164,,6.2185065433684965,6.218506185762778,7.402730313000092,114.83549878162523,114.83549703421326,90.0000056540045,82,"[array([0., 0., 0.]), array([0.50864955, 4.12841968, 1.10961876]), array([ 2.2320869 ,  2.76326808, -2.59172653]), array([ 1.84665508,  2.15966562, -0.04931365]), array([-0.05287167,  3.23418009,  3.53746228]), array([3.25372212, 0.72809856, 3.44376037]), array([ 3.82818964,  4.86554832, -2.49359336])]","['Cd', 'Ga', 'Ga', 'Te', 'Te', 'Te', 'Te']"
mp-768164,2.1699322234893654,,6.232561,5.065508,8.6229078600424,85.45187306370921,90.0,90.0,4,"[array([2.95984945, 4.4682735 , 7.01988664]), array([6.07612995, 1.2810005 , 1.57586836]), array([1.5488849 , 1.52295458, 5.69612318]), array([4.6651654 , 4.22631942, 2.89963182]), array([4.70071592, 1.7326481 , 4.89040868]), array([1.58443542, 4.0166259 , 3.70534632]), array([1.57864538, 2.03053695, 8.03109985]), array([4.69492588, 3.71873705, 0.56465515]), array([4.55453121, 4.1100998 , 7.97550251]), array([1.59049347, 0.79501665, 7.51125438]), array([1.68903026, 2.9279475 , 7.02483779]), array([5.9113909 , 1.45376311, 5.78945589]), array([3.48172048, 1.36765458, 5.75653414]), array([1.61921935, 4.82461669, 5.02754535]), array([4.65800418, 3.24825312, 4.49406701]), array([1.54172368, 2.50102088, 4.10168799]), array([4.73549985, 0.92465731, 3.56820965]), array([0.36543998, 4.38161942, 2.83922086]), array([2.7951104 , 4.29551089, 2.80629911]), array([4.80531076, 2.8213265 , 1.57091721]), array([4.70677397, 4.95425735, 1.08450062]), array([1.43825071, 1.6391742 , 0.62025249])]","['Li', 'Li', 'Ge', 'Ge', 'P', 'P', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-14588,0.2218214241230995,,3.70726898,5.669976675702858,11.29234677,90.0,90.0,109.08200471531599,36,"[array([-2.29062003e-06,  4.68310476e+00,  9.80282593e+00]), array([1.85363628, 0.67531598, 4.15665254]), array([1.85363602, 3.48803633, 6.76716713]), array([-2.02816207e-06,  1.87038441e+00,  1.12099375e+00]), array([3.58962262e-06, 1.45944846e+00, 8.48840557e+00]), array([1.8536304 , 3.89897228, 2.84223219]), array([1.85363442, 0.54910572, 7.11013682]), array([-4.30226010e-07,  4.80931502e+00,  1.46396344e+00]), array([1.85363243, 2.37224643, 9.86495563]), array([1.55645501e-06, 2.98617431e+00, 4.21878225e+00])]","['Na', 'Na', 'Na', 'Na', 'Pt', 'Pt', 'Se', 'Se', 'Se', 'Se']"
mp-556898,0.5188149999999999,,7.883437358563966,7.883437358563966,7.883437358563966,109.98699084091147,109.98699084091147,108.44453284174031,108,"[array([-2.62941930e-17,  2.62941930e-17,  3.65085631e+00]), array([ 1.95750412e-16, -1.95750412e-16,  8.25984831e+00]), array([-1.07652828,  5.59901528,  2.15972295]), array([ 3.44595419, -1.07653281,  2.15972756]), array([5.59901981, 1.07653281, 2.15971834]), array([1.07652828, 3.44595872, 2.15972295]), array([ 6.26691878,  1.74443178, -1.10653602]), array([2.77805522, 1.74443178, 3.50245598]), array([ 1.74443178,  2.77805522, -1.10653602]), array([-1.74443178,  2.77805522,  3.50245598]), array([ 9.76788066e-18, -9.76788066e-18,  6.64810224e-01]), array([-0.94090794,  3.5815881 ,  2.43692617]), array([2.96688262, 3.27864479, 3.19008155]), array([1.24383769, 1.5556089 , 3.19007694]), array([ 2.96688262,  5.76632017, -1.41891045]), array([ 2.51691694e-18, -2.51691694e-18,  5.27380222e+00]), array([ 3.27864479,  2.96688262, -1.41891045]), array([3.16469168, 1.35779532, 4.89906352]), array([ 5.46339494, -0.94090794,  2.43692617]), array([-2.9668781 ,  5.76632469,  3.19007694]), array([-1.35779984,  3.16468716,  4.89906813]), array([ 3.27864931, -2.9668781 ,  3.19007694]), array([ 1.5556089 , -1.24383769,  3.19007694]), array([0.94090342, 5.46339042, 2.43693078]), array([5.76632017, 2.96688262, 3.19008155]), array([3.58158358, 0.94090342, 2.43693078]), array([1.35779532, 3.16469168, 0.29007152]), array([5.88028684, 1.35779984, 0.29006691])]","['V', 'V', 'Zn', 'Zn', 'Zn', 'Zn', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-625927,0.03321999999999999,,5.085411,6.195992,7.834534,90.0,90.0,90.0,19,"[array([3.81830965, 4.43454583, 2.83360209]), array([3.77612617, 4.33133299, 4.415324  ]), array([2.13867977, 2.62110289, 2.9324269 ]), array([3.86489202, 1.88244151, 4.65336848]), array([0.48917585, 2.61392793, 2.94628619]), array([3.80980685, 1.76144617, 6.75086909]), array([3.85199033, 1.86465901, 0.498057  ]), array([2.05352965, 3.58206407, 6.86355319]), array([3.76322448, 4.31355049, 0.73610148]), array([0.40402573, 3.57488911, 6.8496939 ]), array([1.23342067, 4.96265501, 3.41921   ]), array([1.27560415, 4.85944217, 5.00093191]), array([4.68138527, 0.47689311, 4.9021071 ]), array([1.32218652, 1.21555449, 3.18116552]), array([3.03188135, 0.48406807, 4.88824781]), array([1.26710135, 1.33654983, 1.08366491]), array([1.30928483, 1.23333699, 7.336477  ]), array([2.94673123, 5.71909889, 0.9848401 ]), array([4.59623515, 5.71192393, 0.97098081]), array([1.22051898, 4.98043751, 7.09843252]), array([3.77203241, 5.18214183, 1.28295195]), array([3.85608409, 1.01385017, 5.20021895]), array([1.22932691, 4.11184617, 6.55158205]), array([1.31337859, 2.08414583, 2.63431505]), array([3.87558664, 3.77997025, 3.6162172 ]), array([3.75252986, 2.41602175, 7.5334842 ]), array([1.33288114, 5.51401775, 4.2183168 ]), array([1.20982436, 0.68197425, 0.3010498 ])]","['H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'N', 'N', 'N', 'N', 'O', 'O', 'O', 'O']"
mp-14420,0.349745,,7.403686,7.403686,4.798036,90.0,90.0,90.0,113,"[array([4.86974485, 6.23578415, 2.43051711]), array([1.16790185, 4.86974485, 2.36751889]), array([6.23578415, 2.53394115, 2.36751889]), array([2.53394115, 1.16790185, 2.43051711]), array([2.70033159, 6.40217459, 0.23533887]), array([6.40217459, 4.70335441, 4.56269713]), array([4.70335441, 1.00151141, 0.23533887]), array([1.00151141, 2.70033159, 4.56269713]), array([3.701843, 3.701843, 0.      ]), array([0., 0., 0.]), array([6.79191202, 6.13674504, 3.74537569]), array([1.26694096, 6.79191202, 1.05266031]), array([4.31361698, 2.43490204, 1.05266031]), array([3.09006902, 4.96878396, 1.05266031]), array([2.43490204, 3.09006902, 3.74537569]), array([4.96878396, 4.31361698, 3.74537569]), array([0.        , 3.701843  , 3.88599653]), array([3.701843  , 0.        , 0.91203947]), array([1.05119015, 2.65065285, 1.35412091]), array([4.75303315, 1.05119015, 3.44391509]), array([2.65065285, 6.35249585, 3.44391509]), array([6.35249585, 4.75303315, 1.35412091]), array([0.61177398, 1.26694096, 3.74537569]), array([6.13674504, 0.61177398, 1.05266031])]","['Er', 'Er', 'Er', 'Er', 'Be', 'Be', 'Be', 'Be', 'Ge', 'Ge', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
